Timestamp,IP_Address,Request_Type,Status_Code,Anomaly_Flag,User_Agent,Session_ID,Location
2023-01-01 02:11:00,250.24.1.241,POST,500,0,Edge,3981,China
2023-01-01 02:12:00,36.172.189.128,GET,403,0,Chrome,2964,USA
2023-01-01 02:13:00,81.56.8.138,PUT,500,0,Opera,4435,USA
2023-01-01 02:14:00,183.137.103.115,PUT,403,0,Chrome,3631,India
2023-01-01 02:15:00,239.130.204.255,POST,500,0,Chrome,2240,Canada
2023-01-01 02:16:00,235.57.17.105,POST,200,0,Opera,4878,Brazil
2023-01-01 02:17:00,225.102.146.205,GET,500,0,Bot,2278,China
2023-01-01 02:18:00,67.214.87.0,GET,404,0,Chrome,4235,Canada
2023-01-01 02:19:00,168.250.49.28,DELETE,404,0,Bot,1503,France
2023-01-01 02:20:00,196.178.230.3,POST,301,0,Edge,1140,Brazil
2023-01-01 02:21:00,27.254.48.48,GET,500,0,Edge,4599,USA
2023-01-01 02:22:00,39.57.96.15,POST,301,0,Bot,3406,Brazil
2023-01-01 02:23:00,161.44.151.205,GET,200,0,Firefox,4369,Germany
2023-01-01 02:24:00,8.158.205.43,GET,500,0,Safari,3026,Canada
2023-01-01 02:25:00,22.13.2.187,DELETE,403,0,Firefox,1541,Canada
2023-01-01 02:26:00,231.173.173.134,DELETE,301,1,Bot,4414,Brazil
2023-01-01 02:27:00,65.255.230.249,PUT,200,0,Firefox,4268,Canada
2023-01-01 02:28:00,255.154.6.89,POST,500,0,Bot,3796,Canada
2023-01-01 02:29:00,89.145.82.123,POST,404,0,Opera,2478,USA
2023-01-01 02:30:00,35.240.10.178,PUT,403,0,Chrome,1917,France
2023-01-01 02:31:00,59.42.157.108,GET,404,0,Bot,3904,India
2023-01-01 02:32:00,85.231.96.202,DELETE,500,0,Safari,1492,USA
2023-01-01 02:33:00,147.232.232.70,PUT,200,0,Edge,3834,Germany
2023-01-01 02:34:00,216.248.31.142,PUT,301,0,Bot,4680,Brazil
2023-01-01 02:35:00,251.206.194.47,GET,500,0,Safari,3916,Canada
2023-01-01 02:36:00,79.248.1.197,DELETE,301,0,Safari,2613,France
2023-01-01 02:37:00,161.92.15.166,DELETE,500,1,Chrome,4210,Canada
2023-01-01 02:38:00,136.113.229.236,POST,500,0,Safari,3230,Brazil
2023-01-01 02:39:00,188.166.10.15,GET,500,0,Bot,4391,Canada
2023-01-01 02:40:00,190.54.84.198,DELETE,500,0,Safari,2336,USA
2023-01-01 02:41:00,44.224.52.179,POST,500,0,Bot,1085,India
2023-01-01 02:42:00,159.72.59.80,DELETE,500,1,Opera,2918,USA
2023-01-01 02:43:00,255.60.244.97,POST,200,1,Firefox,3740,China
2023-01-01 02:44:00,221.165.157.143,DELETE,404,0,Bot,4729,Canada
2023-01-01 02:45:00,50.167.48.150,PUT,500,0,Edge,3164,China
2023-01-01 02:46:00,20.112.208.100,DELETE,404,0,Safari,4554,Brazil
2023-01-01 02:47:00,127.207.73.1,POST,301,0,Chrome,4886,France
2023-01-01 02:48:00,125.197.80.3,PUT,301,0,Firefox,1954,Germany
2023-01-01 02:49:00,237.132.216.154,PUT,500,0,Firefox,4277,Brazil
2023-01-01 02:50:00,207.124.161.216,DELETE,200,0,Chrome,3654,USA
2023-01-01 02:51:00,91.53.98.109,POST,403,0,Opera,4651,France
2023-01-01 02:52:00,194.97.70.88,PUT,301,0,Firefox,4638,France
2023-01-01 02:53:00,60.245.218.110,PUT,500,1,Edge,1805,India
2023-01-01 02:54:00,35.192.25.57,GET,404,0,Safari,3365,Brazil
2023-01-01 02:55:00,99.160.57.255,POST,500,0,Firefox,4525,Brazil
2023-01-01 02:56:00,94.50.61.225,PUT,403,0,Opera,3915,India
2023-01-01 02:57:00,11.27.196.155,PUT,301,0,Edge,3276,Brazil
2023-01-01 02:58:00,204.86.239.98,DELETE,301,0,Safari,3989,China
2023-01-01 02:59:00,39.163.71.44,POST,500,0,Safari,4533,Germany
2023-01-01 03:00:00,148.57.190.29,POST,500,1,Safari,3751,Brazil
2023-01-01 03:01:00,47.242.220.91,GET,200,0,Edge,3643,China
2023-01-01 03:02:00,167.14.134.249,POST,403,0,Chrome,3597,Germany
2023-01-01 03:03:00,8.18.167.114,DELETE,301,0,Opera,4603,Germany
2023-01-01 03:04:00,158.213.124.108,PUT,200,0,Safari,2544,India
2023-01-01 03:05:00,90.80.94.196,GET,301,0,Opera,4309,China
2023-01-01 03:06:00,112.34.85.126,PUT,500,0,Firefox,1703,USA
2023-01-01 03:07:00,253.123.12.97,GET,404,0,Edge,4564,China
2023-01-01 03:08:00,95.112.60.8,PUT,404,1,Bot,2332,Brazil
2023-01-01 03:09:00,169.138.200.31,POST,200,0,Bot,2712,France
2023-01-01 03:10:00,143.144.88.236,PUT,500,1,Edge,1556,France
2023-01-01 03:11:00,75.16.34.244,POST,301,0,Bot,4660,India
2023-01-01 03:12:00,116.22.27.219,PUT,403,0,Chrome,1105,Brazil
2023-01-01 03:13:00,167.166.208.17,PUT,200,0,Chrome,3803,Brazil
2023-01-01 03:14:00,132.170.70.13,PUT,500,0,Firefox,4422,Canada
2023-01-01 03:15:00,210.147.141.203,GET,403,0,Bot,2427,Germany
2023-01-01 03:16:00,193.214.58.227,DELETE,404,0,Bot,3181,France
2023-01-01 03:17:00,133.146.113.87,DELETE,500,0,Bot,4238,Germany
2023-01-01 03:18:00,78.191.71.121,GET,403,0,Bot,4678,USA
2023-01-01 03:19:00,155.149.102.188,PUT,404,0,Edge,2926,Brazil
2023-01-01 03:20:00,59.196.29.185,PUT,404,0,Opera,1949,China
2023-01-01 03:21:00,230.191.147.76,DELETE,301,0,Safari,2770,France
2023-01-01 03:22:00,125.127.128.94,PUT,403,0,Bot,3718,Germany
2023-01-01 03:23:00,128.237.105.249,GET,404,0,Opera,1688,India
2023-01-01 03:24:00,87.169.11.101,GET,301,0,Opera,1286,France
2023-01-01 03:25:00,194.93.80.171,POST,404,0,Safari,2247,France
2023-01-01 03:26:00,111.163.116.98,GET,404,0,Edge,4801,Brazil
2023-01-01 03:27:00,117.132.199.73,POST,200,0,Safari,2487,USA
2023-01-01 03:28:00,135.0.196.184,POST,301,0,Opera,2708,China
2023-01-01 03:29:00,130.69.195.158,PUT,301,0,Opera,2816,Germany
2023-01-01 03:30:00,164.8.169.226,PUT,403,0,Chrome,4011,India
2023-01-01 03:31:00,204.144.53.56,GET,500,0,Opera,3189,Germany
2023-01-01 03:32:00,26.221.232.58,POST,301,0,Safari,2985,Brazil
2023-01-01 03:33:00,255.121.4.39,GET,200,0,Firefox,4339,Brazil
2023-01-01 03:34:00,107.188.148.248,PUT,200,0,Firefox,4286,USA
2023-01-01 03:35:00,234.206.86.213,DELETE,404,0,Bot,1951,China
2023-01-01 03:36:00,237.114.223.111,GET,500,0,Opera,3862,China
2023-01-01 03:37:00,31.128.180.30,GET,404,0,Opera,1972,India
2023-01-01 03:38:00,89.162.39.69,POST,301,0,Bot,4501,France
2023-01-01 03:39:00,26.235.27.114,PUT,301,1,Edge,3311,Brazil
2023-01-01 03:40:00,25.59.26.197,POST,403,0,Firefox,1148,USA
2023-01-01 03:41:00,8.68.217.253,DELETE,404,1,Bot,4727,China
2023-01-01 03:42:00,173.231.158.30,PUT,200,0,Safari,3576,France
2023-01-01 03:43:00,243.224.88.28,DELETE,404,0,Opera,2554,Germany
2023-01-01 03:44:00,155.234.2.38,DELETE,500,0,Chrome,3453,China
2023-01-01 03:45:00,88.235.29.5,PUT,404,0,Safari,3357,Brazil
2023-01-01 03:46:00,112.1.176.51,GET,301,0,Chrome,4099,Brazil
2023-01-01 03:47:00,56.31.190.79,DELETE,301,1,Bot,4461,India
2023-01-01 03:48:00,115.142.201.40,POST,403,0,Chrome,3873,France
2023-01-01 03:49:00,40.115.106.167,POST,404,0,Bot,3567,Germany
2023-01-01 03:50:00,91.15.188.70,PUT,403,0,Edge,2003,Canada
2023-01-01 03:51:00,224.4.21.4,DELETE,301,0,Firefox,4629,Brazil
2023-01-01 03:52:00,173.223.96.69,GET,404,0,Edge,3474,France
2023-01-01 03:53:00,125.62.42.190,GET,500,0,Firefox,4973,Canada
2023-01-01 03:54:00,218.174.138.231,GET,403,0,Bot,1700,Brazil
2023-01-01 03:55:00,1.195.126.136,POST,404,0,Safari,2388,Canada
2023-01-01 03:56:00,49.241.90.125,POST,200,0,Safari,1302,Brazil
2023-01-01 03:57:00,101.154.223.123,PUT,500,0,Opera,1615,China
2023-01-01 03:58:00,197.117.133.61,POST,301,0,Bot,2614,Canada
2023-01-01 03:59:00,70.25.41.181,DELETE,301,0,Bot,2478,China
2023-01-01 04:00:00,140.11.123.94,DELETE,404,0,Bot,4150,USA
2023-01-01 04:01:00,64.8.2.180,POST,200,0,Opera,4556,France
2023-01-01 04:02:00,164.140.208.51,DELETE,200,0,Firefox,1563,China
2023-01-01 04:03:00,69.250.200.243,PUT,200,0,Edge,3884,China
2023-01-01 04:04:00,41.239.196.205,DELETE,200,0,Chrome,1411,India
2023-01-01 04:05:00,28.231.196.137,GET,301,0,Chrome,4731,India
2023-01-01 04:06:00,129.180.212.102,PUT,301,0,Opera,2646,Germany
2023-01-01 04:07:00,189.179.10.240,POST,403,0,Bot,3613,USA
2023-01-01 04:08:00,42.28.197.197,PUT,404,0,Safari,2854,Brazil
2023-01-01 04:09:00,229.167.86.73,GET,301,0,Opera,1167,France
2023-01-01 04:10:00,80.147.155.157,POST,403,0,Bot,4761,Canada
2023-01-01 04:11:00,54.125.251.138,GET,200,0,Edge,3513,France
2023-01-01 04:12:00,81.102.172.239,DELETE,500,0,Firefox,4277,India
2023-01-01 04:13:00,149.93.129.181,GET,301,0,Chrome,4218,Germany
2023-01-01 04:14:00,196.234.234.98,GET,200,0,Opera,3465,Canada
2023-01-01 04:15:00,74.183.65.161,POST,500,1,Bot,3777,India
2023-01-01 04:16:00,15.6.62.53,PUT,200,0,Chrome,1342,Brazil
2023-01-01 04:17:00,252.124.174.212,POST,403,0,Opera,1984,France
2023-01-01 04:18:00,81.171.252.8,DELETE,301,0,Firefox,3471,China
2023-01-01 04:19:00,41.186.226.145,GET,500,0,Opera,4380,Brazil
2023-01-01 04:20:00,246.54.183.16,DELETE,500,0,Edge,1993,Canada
2023-01-01 04:21:00,64.135.179.231,DELETE,404,0,Opera,2066,India
2023-01-01 04:22:00,165.234.77.139,GET,500,0,Chrome,1902,Brazil
2023-01-01 04:23:00,37.116.163.125,GET,200,0,Bot,1799,France
2023-01-01 04:24:00,198.241.204.127,GET,500,0,Chrome,2906,China
2023-01-01 04:25:00,50.155.227.191,POST,403,0,Safari,2817,France
2023-01-01 04:26:00,205.161.195.3,POST,200,0,Edge,2950,Brazil
2023-01-01 04:27:00,10.242.241.242,POST,500,0,Edge,1873,China
2023-01-01 04:28:00,203.144.68.226,POST,404,0,Bot,4836,China
2023-01-01 04:29:00,75.59.125.185,POST,500,0,Safari,1235,China
2023-01-01 04:30:00,191.86.247.169,PUT,500,0,Opera,3121,China
2023-01-01 04:31:00,50.160.106.191,POST,404,0,Safari,3929,Brazil
2023-01-01 04:32:00,150.206.134.56,POST,404,0,Bot,4904,Germany
2023-01-01 04:33:00,87.207.56.180,POST,301,0,Chrome,2348,USA
2023-01-01 04:34:00,57.94.130.160,DELETE,404,0,Chrome,3838,Canada
2023-01-01 04:35:00,134.89.8.152,GET,403,0,Opera,3836,Canada
2023-01-01 04:36:00,140.1.45.184,DELETE,500,0,Firefox,3980,USA
2023-01-01 04:37:00,136.63.123.151,DELETE,404,0,Edge,3964,Germany
2023-01-01 04:38:00,160.50.150.217,PUT,404,0,Opera,3345,China
2023-01-01 04:39:00,79.176.190.126,DELETE,403,0,Bot,2952,Germany
2023-01-01 04:40:00,170.206.88.5,DELETE,404,0,Edge,1840,China
2023-01-01 04:41:00,202.36.59.189,PUT,500,0,Opera,4125,Canada
2023-01-01 04:42:00,92.115.52.106,POST,404,0,Chrome,4389,Brazil
2023-01-01 04:43:00,104.130.171.132,DELETE,403,0,Opera,4432,Canada
2023-01-01 04:44:00,116.9.80.237,PUT,301,0,Opera,2723,Canada
2023-01-01 04:45:00,221.192.109.34,GET,200,0,Opera,4657,Canada
2023-01-01 04:46:00,20.115.93.217,DELETE,301,0,Chrome,4954,Germany
2023-01-01 04:47:00,241.90.151.105,PUT,404,0,Edge,3690,India
2023-01-01 04:48:00,93.160.148.113,DELETE,500,0,Chrome,2167,India
2023-01-01 04:49:00,247.156.37.198,DELETE,500,0,Opera,2595,France
2023-01-01 04:50:00,138.158.79.12,DELETE,200,0,Safari,4690,India
2023-01-01 04:51:00,30.252.235.84,POST,404,0,Firefox,1444,Brazil
2023-01-01 04:52:00,167.137.188.126,PUT,301,0,Bot,3711,India
2023-01-01 04:53:00,48.156.29.255,GET,404,0,Opera,2538,China
2023-01-01 04:54:00,232.12.102.107,POST,404,0,Safari,2544,Canada
2023-01-01 04:55:00,212.43.191.9,PUT,200,0,Safari,3591,Brazil
2023-01-01 04:56:00,164.215.38.38,POST,404,0,Chrome,4886,Brazil
2023-01-01 04:57:00,156.106.140.119,DELETE,200,0,Firefox,3625,India
2023-01-01 04:58:00,68.233.188.156,PUT,200,0,Safari,2499,Canada
2023-01-01 04:59:00,134.191.102.111,DELETE,200,0,Bot,3064,Germany
2023-01-01 05:00:00,196.252.197.226,PUT,301,0,Edge,1415,France
2023-01-01 05:01:00,129.116.47.6,PUT,200,0,Bot,4688,China
2023-01-01 05:02:00,117.53.183.88,POST,200,0,Firefox,2559,China
2023-01-01 05:03:00,178.42.58.44,POST,200,0,Opera,4934,USA
2023-01-01 05:04:00,193.185.252.211,GET,404,0,Firefox,4209,China
2023-01-01 05:05:00,127.136.89.79,GET,200,0,Opera,3107,Brazil
2023-01-01 05:06:00,172.65.207.241,DELETE,500,0,Bot,4737,Canada
2023-01-01 05:07:00,102.49.92.238,PUT,301,0,Firefox,3152,USA
2023-01-01 05:08:00,190.85.83.73,POST,200,0,Edge,3020,India
2023-01-01 05:09:00,93.49.41.164,GET,301,0,Opera,3747,USA
2023-01-01 05:10:00,27.175.225.0,PUT,200,0,Chrome,4727,Germany
2023-01-01 05:11:00,83.221.244.169,DELETE,500,0,Chrome,1082,Canada
2023-01-01 05:12:00,154.238.68.199,POST,500,0,Chrome,1604,Germany
2023-01-01 05:13:00,74.231.184.227,DELETE,500,0,Chrome,1582,China
2023-01-01 05:14:00,12.120.33.196,POST,404,0,Safari,3072,France
2023-01-01 05:15:00,134.17.187.128,POST,500,1,Safari,1133,France
2023-01-01 05:16:00,110.108.52.6,DELETE,301,0,Edge,3720,Brazil
2023-01-01 05:17:00,26.146.240.16,PUT,404,0,Chrome,1054,Germany
2023-01-01 05:18:00,6.107.36.134,DELETE,200,0,Edge,2875,Brazil
2023-01-01 05:19:00,75.147.59.100,GET,500,0,Safari,2338,Germany
2023-01-01 05:20:00,38.100.225.65,POST,500,0,Opera,3486,Canada
2023-01-01 05:21:00,25.180.92.51,PUT,404,0,Edge,1040,Germany
2023-01-01 05:22:00,35.45.68.27,PUT,200,0,Chrome,3914,France
2023-01-01 05:23:00,164.249.131.80,GET,200,0,Firefox,4871,USA
2023-01-01 05:24:00,193.64.210.137,DELETE,500,0,Opera,2453,Germany
2023-01-01 05:25:00,101.9.235.201,PUT,404,0,Firefox,3535,France
2023-01-01 05:26:00,70.42.168.78,DELETE,301,0,Edge,1662,USA
2023-01-01 05:27:00,205.101.144.76,POST,404,0,Bot,1072,France
2023-01-01 05:28:00,43.193.23.222,POST,500,1,Chrome,4867,Canada
2023-01-01 05:29:00,39.96.245.61,PUT,301,0,Bot,3519,Germany
2023-01-01 05:30:00,100.222.160.213,POST,403,0,Edge,2555,Brazil
2023-01-01 05:31:00,188.223.66.144,DELETE,301,0,Edge,3180,Canada
2023-01-01 05:32:00,38.22.23.132,GET,403,0,Edge,4796,USA
2023-01-01 05:33:00,8.144.78.113,PUT,404,0,Safari,3545,Canada
2023-01-01 05:34:00,16.86.167.94,DELETE,301,0,Firefox,3313,France
2023-01-01 05:35:00,34.126.137.143,GET,500,1,Safari,3880,China
2023-01-01 05:36:00,123.213.34.154,POST,200,0,Bot,1794,USA
2023-01-01 05:37:00,241.249.42.180,PUT,301,0,Firefox,3601,Brazil
2023-01-01 05:38:00,161.123.107.97,PUT,200,0,Firefox,2309,India
2023-01-01 05:39:00,218.79.174.229,GET,301,0,Edge,4727,France
2023-01-01 05:40:00,56.221.249.19,DELETE,200,0,Safari,1666,India
2023-01-01 05:41:00,140.42.25.1,GET,404,0,Bot,1716,USA
2023-01-01 05:42:00,131.65.184.242,GET,200,0,Opera,2247,Germany
2023-01-01 05:43:00,88.68.187.9,GET,403,0,Chrome,4961,India
2023-01-01 05:44:00,89.49.58.69,DELETE,403,0,Chrome,4641,Brazil
2023-01-01 05:45:00,57.141.173.143,PUT,403,0,Safari,4827,Germany
2023-01-01 05:46:00,59.255.27.107,DELETE,500,1,Chrome,3514,USA
2023-01-01 05:47:00,86.107.11.88,PUT,500,0,Opera,4601,China
2023-01-01 05:48:00,79.134.184.239,POST,301,0,Edge,4814,Germany
2023-01-01 05:49:00,199.250.41.10,PUT,200,0,Opera,4429,Germany
2023-01-01 05:50:00,255.110.102.230,DELETE,301,0,Chrome,1246,USA
2023-01-01 05:51:00,25.116.108.79,DELETE,200,0,Firefox,2726,Brazil
2023-01-01 05:52:00,44.49.18.63,GET,500,0,Chrome,1065,India
